strain	date	country	division	author	author__url	accession	accession__url
LIBR10217	2014-09-29	Liberia	Liberia	Ladner et al		KT725323	https://www.ncbi.nlm.nih.gov/nuccore/KT725323
LIBR10218	2014-09-29	Liberia	Liberia	Ladner et al		KT725284	https://www.ncbi.nlm.nih.gov/nuccore/KT725284
LIBR10101	2014-08-22	Liberia	Liberia	Ladner et al		KT725331	https://www.ncbi.nlm.nih.gov/nuccore/KT725331
LIBR10270	2014-08-26	Liberia	Liberia	Ladner et al		KT725256	https://www.ncbi.nlm.nih.gov/nuccore/KT725256
LIBR10026	2014-08-16	Liberia	Margibi	Ladner et al		KT725344	https://www.ncbi.nlm.nih.gov/nuccore/KT725344
LIBR10238	2014-07-18	Liberia	Liberia	Ladner et al		KT725322	https://www.ncbi.nlm.nih.gov/nuccore/KT725322
LIBR10249	2014-07-04	Liberia	Liberia	Ladner et al		KT725388	https://www.ncbi.nlm.nih.gov/nuccore/KT725388
LIBR10048	2014-10-01	Liberia	Liberia	Ladner et al		KT725361	https://www.ncbi.nlm.nih.gov/nuccore/KT725361
LIBR0092	2014-11-08	Liberia	Montserrado	Kugelman et al		KR006946	https://www.ncbi.nlm.nih.gov/nuccore/KR006946
LIBR10262	2014-10-16	Liberia	Montserrado	Ladner et al		KT725285	https://www.ncbi.nlm.nih.gov/nuccore/KT725285
LIBR0093	2014-11-08	Liberia	Montserrado	Kugelman et al		KR006947	https://www.ncbi.nlm.nih.gov/nuccore/KR006947
LIBR0350	2014-11-26	Liberia	Montserrado	Ladner et al		KT725342	https://www.ncbi.nlm.nih.gov/nuccore/KT725342
LIBR0114	2014-11-10	Liberia	Grand Bassa	Ladner et al		KT725273	https://www.ncbi.nlm.nih.gov/nuccore/KT725273
LIBR0115	2014-11-10	Liberia	Grand Bassa	Ladner et al		KT725254	https://www.ncbi.nlm.nih.gov/nuccore/KT725254
LIBR0116	2014-11-10	Liberia	Grand Bassa	Kugelman et al		KR006948	https://www.ncbi.nlm.nih.gov/nuccore/KR006948
LIBR10245	2014-07-01	Liberia	Liberia	Ladner et al		KT725332	https://www.ncbi.nlm.nih.gov/nuccore/KT725332
LIBR10248	2014-07-14	Liberia	Liberia	Ladner et al		KT725277	https://www.ncbi.nlm.nih.gov/nuccore/KT725277
LIBR10155	2014-09-13	Liberia	Grand Bassa	Ladner et al		KT725296	https://www.ncbi.nlm.nih.gov/nuccore/KT725296
LIBR10128	2014-08-30	Liberia	Montserrado	Ladner et al		KT725355	https://www.ncbi.nlm.nih.gov/nuccore/KT725355
LIBR10172	2014-09-01	Liberia	Liberia	Ladner et al		KT725289	https://www.ncbi.nlm.nih.gov/nuccore/KT725289
LIBR10156	2014-09-13	Liberia	Grand Bassa	Ladner et al		KT725352	https://www.ncbi.nlm.nih.gov/nuccore/KT725352
LIBR10022	2014-08-16	Liberia	Liberia	Ladner et al		KT725378	https://www.ncbi.nlm.nih.gov/nuccore/KT725378
LIBR10279	2014-08-26	Liberia	Montserrado	Ladner et al		KT725341	https://www.ncbi.nlm.nih.gov/nuccore/KT725341
LIBR0073	2014-11-06	Liberia	Grand Bassa	Kugelman et al		KR006944	https://www.ncbi.nlm.nih.gov/nuccore/KR006944
LIBR0071	2014-11-06	Liberia	Grand Bassa	Ladner et al		KT725303	https://www.ncbi.nlm.nih.gov/nuccore/KT725303
LIBR0058	2014-11-05	Liberia	Rivercess	Kugelman et al		KR006940	https://www.ncbi.nlm.nih.gov/nuccore/KR006940
LIBR0059	2014-11-05	Liberia	Rivercess	Kugelman et al		KR006941	https://www.ncbi.nlm.nih.gov/nuccore/KR006941
LIBR10100	2014-08-22	Liberia	Liberia	Ladner et al		KT725286	https://www.ncbi.nlm.nih.gov/nuccore/KT725286
LIBR0168	2014-11-13	Liberia	Bomi	Kugelman et al		KR006949	https://www.ncbi.nlm.nih.gov/nuccore/KR006949
LIBR10196	2014-08-26	Liberia	Liberia	Ladner et al		KT725283	https://www.ncbi.nlm.nih.gov/nuccore/KT725283
LIBR10223	2014-09-26	Liberia	Montserrado	Ladner et al		KT725301	https://www.ncbi.nlm.nih.gov/nuccore/KT725301
LIBR0112	2014-11-10	Liberia	Montserrado	Ladner et al		KT725330	https://www.ncbi.nlm.nih.gov/nuccore/KT725330
LIBR0333	2014-11-25	Liberia	Grand Cape Mount	Kugelman et al		KR006953	https://www.ncbi.nlm.nih.gov/nuccore/KR006953
LIBR0160	2014-11-13	Liberia	Montserrado	Ladner et al		KT725370	https://www.ncbi.nlm.nih.gov/nuccore/KT725370
LIBR0624	2014-12-22	Liberia	Montserrado	Kugelman et al		KR006959	https://www.ncbi.nlm.nih.gov/nuccore/KR006959
LIBR0622	2014-12-22	Liberia	Montserrado	Ladner et al		KT725288	https://www.ncbi.nlm.nih.gov/nuccore/KT725288
LIBR10151	2014-09-09	Liberia	Liberia	Ladner et al		KT725317	https://www.ncbi.nlm.nih.gov/nuccore/KT725317
LIBR10224	2014-09-26	Liberia	Montserrado	Ladner et al		KT725302	https://www.ncbi.nlm.nih.gov/nuccore/KT725302
LIBR10040	2014-08-04	Liberia	Liberia	Ladner et al		KT725314	https://www.ncbi.nlm.nih.gov/nuccore/KT725314
LIBR10042	2014-08-04	Liberia	Liberia	Ladner et al		KT725261	https://www.ncbi.nlm.nih.gov/nuccore/KT725261
LIBR10103	2014-08-20	Liberia	Nimba	Ladner et al		KT725338	https://www.ncbi.nlm.nih.gov/nuccore/KT725338
LIBR10035	2014-08-15	Liberia	Grand Bassa	Ladner et al		KT725259	https://www.ncbi.nlm.nih.gov/nuccore/KT725259
LIBR10169	2014-08-24	Liberia	Liberia	Ladner et al		KT725382	https://www.ncbi.nlm.nih.gov/nuccore/KT725382
LIBR10148	2014-09-20	Liberia	Nimba	Ladner et al		KT725295	https://www.ncbi.nlm.nih.gov/nuccore/KT725295
LIBR10076	2014-09-20	Liberia	Liberia	Ladner et al		KT725334	https://www.ncbi.nlm.nih.gov/nuccore/KT725334
LIBR10130	2014-09-01	Liberia	Montserrado	Ladner et al		KT725343	https://www.ncbi.nlm.nih.gov/nuccore/KT725343
LIBR10267	2014-10-05	Liberia	Montserrado	Ladner et al		KT725374	https://www.ncbi.nlm.nih.gov/nuccore/KT725374
LIBR0177	2014-11-14	Liberia	Montserrado	Ladner et al		KT725279	https://www.ncbi.nlm.nih.gov/nuccore/KT725279
LIBR10036	2014-08-10	Liberia	Liberia	Ladner et al		KT725299	https://www.ncbi.nlm.nih.gov/nuccore/KT725299
LIBR10261	2014-10-14	Liberia	Sinoe	Ladner et al		KT725287	https://www.ncbi.nlm.nih.gov/nuccore/KT725287
LIBR0503	2014-12-10	Liberia	Sinoe	Kugelman et al		KR006956	https://www.ncbi.nlm.nih.gov/nuccore/KR006956
LIBR0505	2014-12-10	Liberia	Sinoe	Kugelman et al		KR006957	https://www.ncbi.nlm.nih.gov/nuccore/KR006957
LIBR10252	2014-09-15	Liberia	Grand Kru	Ladner et al		KT725266	https://www.ncbi.nlm.nih.gov/nuccore/KT725266
LIBR0176	2014-11-14	Liberia	Montserrado	Kugelman et al		KR006951	https://www.ncbi.nlm.nih.gov/nuccore/KR006951
LIBR10154	2014-09-13	Liberia	Montserrado	Ladner et al		KT725318	https://www.ncbi.nlm.nih.gov/nuccore/KT725318
LIBR10136	2014-09-09	Liberia	Liberia	Ladner et al		KT725263	https://www.ncbi.nlm.nih.gov/nuccore/KT725263
LIBR0067	2014-11-06	Liberia	Bomi	Kugelman et al		KR006943	https://www.ncbi.nlm.nih.gov/nuccore/KR006943
LIBR0118	2014-11-10	Liberia	Bomi	Ladner et al		KT725291	https://www.ncbi.nlm.nih.gov/nuccore/KT725291
LIBR10137	2014-09-09	Liberia	Liberia	Ladner et al		KT725385	https://www.ncbi.nlm.nih.gov/nuccore/KT725385
LIBR0063	2014-11-06	Liberia	Montserrado	Kugelman et al		KR006942	https://www.ncbi.nlm.nih.gov/nuccore/KR006942
LIBR10251	2014-09-15	Liberia	Grand Kru	Ladner et al		KT725319	https://www.ncbi.nlm.nih.gov/nuccore/KT725319
LIBR10110	2014-08-20	Liberia	Liberia	Ladner et al		KT725387	https://www.ncbi.nlm.nih.gov/nuccore/KT725387
LIBR10144	2014-09-20	Liberia	Liberia	Ladner et al		KT725271	https://www.ncbi.nlm.nih.gov/nuccore/KT725271
LIBR0284	2014-11-22	Liberia	Grand Cape Mount	Ladner et al		KT725328	https://www.ncbi.nlm.nih.gov/nuccore/KT725328
LIBR0286	2014-11-22	Liberia	Grand Cape Mount	Kugelman et al		KR006952	https://www.ncbi.nlm.nih.gov/nuccore/KR006952
Makona-Mali-DPR2	2014-11-12	Guinea	Guinea	Hoenen et al		KP260800	https://www.ncbi.nlm.nih.gov/nuccore/KP260800
EM_000457	2014-09-12	Guinea	Macenta	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817075	https://www.ncbi.nlm.nih.gov/nuccore/KR817075
EM_075435	2014-08-30	Guinea	Kerouane	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817133	https://www.ncbi.nlm.nih.gov/nuccore/KR817133
LIBR10204	2014-08-27	Liberia	Liberia	Ladner et al		KT725281	https://www.ncbi.nlm.nih.gov/nuccore/KT725281
LIBR10062	2014-09-23	Liberia	Liberia	Ladner et al		KT725359	https://www.ncbi.nlm.nih.gov/nuccore/KT725359
V1205	2014-10-02	Guinea	Conakry	Simon-Loriere et al	https://www.ncbi.nlm.nih.gov/pubmed/26106863	KR534538	https://www.ncbi.nlm.nih.gov/nuccore/KR534538
V1063	2014-09-21	Guinea	Coyah	Simon-Loriere et al	https://www.ncbi.nlm.nih.gov/pubmed/26106863	KR534530	https://www.ncbi.nlm.nih.gov/nuccore/KR534530
V1454	2014-10-14	Guinea	Conakry	Simon-Loriere et al	https://www.ncbi.nlm.nih.gov/pubmed/26106863	KR534560	https://www.ncbi.nlm.nih.gov/nuccore/KR534560
V1120	2014-09-25	Guinea	Conakry	Simon-Loriere et al	https://www.ncbi.nlm.nih.gov/pubmed/26106863	KR534535	https://www.ncbi.nlm.nih.gov/nuccore/KR534535
Conakry_633	2014-08-12	Guinea	Gueckedou	Simon-Loriere et al	https://www.ncbi.nlm.nih.gov/pubmed/26106863	KR534512	https://www.ncbi.nlm.nih.gov/nuccore/KR534512
V789	2014-08-29	Guinea	Dubreka	Simon-Loriere et al	https://www.ncbi.nlm.nih.gov/pubmed/26106863	KR534523	https://www.ncbi.nlm.nih.gov/nuccore/KR534523
V1622	2014-10-22	Guinea	Nzerekore	Simon-Loriere et al	https://www.ncbi.nlm.nih.gov/pubmed/26106863	KR534567	https://www.ncbi.nlm.nih.gov/nuccore/KR534567
V1321	2014-10-07	Guinea	Coyah	Simon-Loriere et al	https://www.ncbi.nlm.nih.gov/pubmed/26106863	KR534547	https://www.ncbi.nlm.nih.gov/nuccore/KR534547
V1340	2014-10-08	Guinea	Conakry	Simon-Loriere et al	https://www.ncbi.nlm.nih.gov/pubmed/26106863	KR534551	https://www.ncbi.nlm.nih.gov/nuccore/KR534551
V1561	2014-10-19	Guinea	Conakry	Simon-Loriere et al	https://www.ncbi.nlm.nih.gov/pubmed/26106863	KR534563	https://www.ncbi.nlm.nih.gov/nuccore/KR534563
V691	2014-08-21	Guinea	Conakry	Simon-Loriere et al	https://www.ncbi.nlm.nih.gov/pubmed/26106863	KR534518	https://www.ncbi.nlm.nih.gov/nuccore/KR534518
V1121	2014-09-25	Guinea	Conakry	Simon-Loriere et al	https://www.ncbi.nlm.nih.gov/pubmed/26106863	KR534536	https://www.ncbi.nlm.nih.gov/nuccore/KR534536
V1210	2014-10-02	Guinea	Conakry	Simon-Loriere et al	https://www.ncbi.nlm.nih.gov/pubmed/26106863	KR534539	https://www.ncbi.nlm.nih.gov/nuccore/KR534539
V1274	2014-10-04	Guinea	Coyah	Simon-Loriere et al	https://www.ncbi.nlm.nih.gov/pubmed/26106863	KR534542	https://www.ncbi.nlm.nih.gov/nuccore/KR534542
V1342	2014-10-08	Guinea	Conakry	Simon-Loriere et al	https://www.ncbi.nlm.nih.gov/pubmed/26106863	KR534552	https://www.ncbi.nlm.nih.gov/nuccore/KR534552
V1339	2014-10-08	Guinea	Coyah	Simon-Loriere et al	https://www.ncbi.nlm.nih.gov/pubmed/26106863	KR534550	https://www.ncbi.nlm.nih.gov/nuccore/KR534550
V1568	2014-10-18	Guinea	Forecariah	Simon-Loriere et al	https://www.ncbi.nlm.nih.gov/pubmed/26106863	KR534565	https://www.ncbi.nlm.nih.gov/nuccore/KR534565
V1445	2014-10-14	Guinea	Conakry	Simon-Loriere et al	https://www.ncbi.nlm.nih.gov/pubmed/26106863	KR534559	https://www.ncbi.nlm.nih.gov/nuccore/KR534559
V1623	2014-10-24	Guinea	Forecariah	Simon-Loriere et al	https://www.ncbi.nlm.nih.gov/pubmed/26106863	KR534568	https://www.ncbi.nlm.nih.gov/nuccore/KR534568
V1355	2014-10-09	Guinea	Coyah	Simon-Loriere et al	https://www.ncbi.nlm.nih.gov/pubmed/26106863	KR534553	https://www.ncbi.nlm.nih.gov/nuccore/KR534553
EM_076615	2014-11-03	Guinea	Macenta	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817154	https://www.ncbi.nlm.nih.gov/nuccore/KR817154
EM_075076	2014-08-23	Guinea	Gueckedou	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817130	https://www.ncbi.nlm.nih.gov/nuccore/KR817130
EM_074821	2014-08-17	Liberia	Lofa	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817127	https://www.ncbi.nlm.nih.gov/nuccore/KR817127
LIBR10050	2014-10-01	Liberia	Liberia	Ladner et al		KT725270	https://www.ncbi.nlm.nih.gov/nuccore/KT725270
LIBR10061	2014-09-23	Liberia	Montserrado	Ladner et al		KT725376	https://www.ncbi.nlm.nih.gov/nuccore/KT725376
EM_074822	2014-08-17	Liberia	Lofa	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817128	https://www.ncbi.nlm.nih.gov/nuccore/KR817128
EM_075932	2014-10-10	Guinea	Macenta	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817139	https://www.ncbi.nlm.nih.gov/nuccore/KR817139
EM_076217	2014-10-19	Guinea	Macenta	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817144	https://www.ncbi.nlm.nih.gov/nuccore/KR817144
LIBR10055	2014-09-23	Liberia	Bomi	Ladner et al		KT725340	https://www.ncbi.nlm.nih.gov/nuccore/KT725340
EM_078683	2014-12-11	Guinea	Kerouane	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817170	https://www.ncbi.nlm.nih.gov/nuccore/KR817170
EM_076403	2014-10-27	Guinea	Macenta	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817149	https://www.ncbi.nlm.nih.gov/nuccore/KR817149
EM_076472	2014-10-29	Guinea	Macenta	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817150	https://www.ncbi.nlm.nih.gov/nuccore/KR817150
EM_004259	2014-12-26	Guinea	Kissidougou	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817094	https://www.ncbi.nlm.nih.gov/nuccore/KR817094
EM_078763	2014-12-17	Guinea	Kissidougou	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817176	https://www.ncbi.nlm.nih.gov/nuccore/KR817176
EM_004201	2014-12-24	Guinea	Kissidougou	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817093	https://www.ncbi.nlm.nih.gov/nuccore/KR817093
EM_004422	2015-01-02	Guinea	Kissidougou	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817097	https://www.ncbi.nlm.nih.gov/nuccore/KR817097
EM_004438	2015-01-04	Guinea	Kissidougou	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817099	https://www.ncbi.nlm.nih.gov/nuccore/KR817099
EM_004059	2014-12-20	Guinea	Kissidougou	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817090	https://www.ncbi.nlm.nih.gov/nuccore/KR817090
EM_078706	2014-12-15	Guinea	Kissidougou	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817173	https://www.ncbi.nlm.nih.gov/nuccore/KR817173
EM_004414	2015-01-02	Guinea	Kissidougou	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817096	https://www.ncbi.nlm.nih.gov/nuccore/KR817096
EM_004437	2015-01-04	Guinea	Kissidougou	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817098	https://www.ncbi.nlm.nih.gov/nuccore/KR817098
EM_078722	2014-12-16	Guinea	Kissidougou	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817175	https://www.ncbi.nlm.nih.gov/nuccore/KR817175
EM_078779	2014-12-18	Guinea	Kissidougou	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817177	https://www.ncbi.nlm.nih.gov/nuccore/KR817177
EM_078694	2014-12-14	Guinea	Kissidougou	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817171	https://www.ncbi.nlm.nih.gov/nuccore/KR817171
EM_004085	2014-12-19	Guinea	Kissidougou	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817091	https://www.ncbi.nlm.nih.gov/nuccore/KR817091
EM_004290	2014-12-27	Guinea	Kissidougou	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817095	https://www.ncbi.nlm.nih.gov/nuccore/KR817095
EM_074548	2014-08-08	Liberia	Lofa	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817123	https://www.ncbi.nlm.nih.gov/nuccore/KR817123
EM_075373	2014-08-30	Guinea	Macenta	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817132	https://www.ncbi.nlm.nih.gov/nuccore/KR817132
EM_075447	2014-08-31	Guinea	Macenta	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817134	https://www.ncbi.nlm.nih.gov/nuccore/KR817134
Conakry_645	2014-08-14	Guinea	Macenta	Simon-Loriere et al	https://www.ncbi.nlm.nih.gov/pubmed/26106863	KR534513	https://www.ncbi.nlm.nih.gov/nuccore/KR534513
V1480	2014-10-15	Guinea	Conakry	Simon-Loriere et al	https://www.ncbi.nlm.nih.gov/pubmed/26106863	KR534561	https://www.ncbi.nlm.nih.gov/nuccore/KR534561
V768	2014-08-27	Guinea	Conakry	Simon-Loriere et al	https://www.ncbi.nlm.nih.gov/pubmed/26106863	KR534588	https://www.ncbi.nlm.nih.gov/nuccore/KR534588
EM_075930	2014-10-10	Guinea	Beyla	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817137	https://www.ncbi.nlm.nih.gov/nuccore/KR817137
EM_075929	2014-10-10	Guinea	Beyla	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817136	https://www.ncbi.nlm.nih.gov/nuccore/KR817136
EM_075931	2014-10-10	Guinea	Beyla	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817138	https://www.ncbi.nlm.nih.gov/nuccore/KR817138
Makona-Mali-DPR1	2014-10-23	Guinea	Guinea	Hoenen et al		KP260799	https://www.ncbi.nlm.nih.gov/nuccore/KP260799
EM_075928	2014-10-10	Guinea	Beyla	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817135	https://www.ncbi.nlm.nih.gov/nuccore/KR817135
V1491	2014-10-16	Guinea	Conakry	Simon-Loriere et al	https://www.ncbi.nlm.nih.gov/pubmed/26106863	KR534576	https://www.ncbi.nlm.nih.gov/nuccore/KR534576
EM_076334	2014-10-23	Guinea	Kerouane	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817146	https://www.ncbi.nlm.nih.gov/nuccore/KR817146
EM_076335	2014-10-23	Guinea	Kerouane	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817147	https://www.ncbi.nlm.nih.gov/nuccore/KR817147
EM_078556	2014-12-01	Guinea	Kankan	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817163	https://www.ncbi.nlm.nih.gov/nuccore/KR817163
EM_078656	2014-12-09	Guinea	Kouroussa	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817168	https://www.ncbi.nlm.nih.gov/nuccore/KR817168
EM_076383	2014-10-26	Guinea	Kerouane	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817148	https://www.ncbi.nlm.nih.gov/nuccore/KR817148
EM_076192	2014-10-18	Guinea	Macenta	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817142	https://www.ncbi.nlm.nih.gov/nuccore/KR817142
EM_076191	2014-10-18	Guinea	Macenta	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817141	https://www.ncbi.nlm.nih.gov/nuccore/KR817141
V1481	2014-10-15	Guinea	Conakry	Simon-Loriere et al	https://www.ncbi.nlm.nih.gov/pubmed/26106863	KR534575	https://www.ncbi.nlm.nih.gov/nuccore/KR534575
EM_078639	2014-12-04	Guinea	Kankan	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817166	https://www.ncbi.nlm.nih.gov/nuccore/KR817166
EM_078670	2014-12-11	Guinea	Kankan	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817169	https://www.ncbi.nlm.nih.gov/nuccore/KR817169
V1394	2014-10-11	Guinea	Coyah	Simon-Loriere et al	https://www.ncbi.nlm.nih.gov/pubmed/26106863	KR534557	https://www.ncbi.nlm.nih.gov/nuccore/KR534557
EM_078638	2014-12-03	Guinea	Kankan	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817165	https://www.ncbi.nlm.nih.gov/nuccore/KR817165
EM_078415	2014-11-24	Guinea	Faranah	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817160	https://www.ncbi.nlm.nih.gov/nuccore/KR817160
EM_078416	2014-11-24	Guinea	Faranah	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817161	https://www.ncbi.nlm.nih.gov/nuccore/KR817161
EM_004481	2015-01-11	Guinea	Faranah	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817100	https://www.ncbi.nlm.nih.gov/nuccore/KR817100
EM_004494	2015-01-14	Guinea	Faranah	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817101	https://www.ncbi.nlm.nih.gov/nuccore/KR817101
LIBR10118	2014-08-24	Liberia	Montserrado	Ladner et al		KT725364	https://www.ncbi.nlm.nih.gov/nuccore/KT725364
LIBR10031	2014-08-16	Liberia	Margibi	Ladner et al		KT725278	https://www.ncbi.nlm.nih.gov/nuccore/KT725278
LIBR0229	2014-11-17	Liberia	Grand Bassa	Ladner et al		KT725333	https://www.ncbi.nlm.nih.gov/nuccore/KT725333
LIBR10008	2014-08-21	Liberia	Liberia	Ladner et al		KT725316	https://www.ncbi.nlm.nih.gov/nuccore/KT725316
LIBR10212	2014-09-19	Liberia	Liberia	Ladner et al		KT725373	https://www.ncbi.nlm.nih.gov/nuccore/KT725373
LIBR11177	2014-10-05	Liberia	Margibi	Ladner et al		KT725358	https://www.ncbi.nlm.nih.gov/nuccore/KT725358
LIBR10077	2014-08-26	Liberia	Margibi	Ladner et al		KT725326	https://www.ncbi.nlm.nih.gov/nuccore/KT725326
LIBR10020	2014-08-18	Liberia	Liberia	Ladner et al		KT725292	https://www.ncbi.nlm.nih.gov/nuccore/KT725292
LIBR10132	2014-09-08	Liberia	Margibi	Ladner et al		KT725255	https://www.ncbi.nlm.nih.gov/nuccore/KT725255
LIBR10255	2014-10-02	Liberia	Bong	Ladner et al		KT725269	https://www.ncbi.nlm.nih.gov/nuccore/KT725269
LIBR10253	2014-09-16	Liberia	Margibi	Ladner et al		KT725282	https://www.ncbi.nlm.nih.gov/nuccore/KT725282
LIBR10254	2014-10-02	Liberia	Liberia	Ladner et al		KT725268	https://www.ncbi.nlm.nih.gov/nuccore/KT725268
LIBR0157	2014-11-13	Liberia	Gbarpolu	Ladner et al		KT725393	https://www.ncbi.nlm.nih.gov/nuccore/KT725393
LIBR10082	2014-08-26	Liberia	Margibi	Ladner et al		KT725300	https://www.ncbi.nlm.nih.gov/nuccore/KT725300
EM_074353	2014-07-22	Liberia	Lofa	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817112	https://www.ncbi.nlm.nih.gov/nuccore/KR817112
EM_074350	2014-07-22	Liberia	Lofa	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817109	https://www.ncbi.nlm.nih.gov/nuccore/KR817109
EM_074349	2014-07-22	Liberia	Lofa	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817108	https://www.ncbi.nlm.nih.gov/nuccore/KR817108
EM_080261	2014-07-12	Liberia	Lofa	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817243	https://www.ncbi.nlm.nih.gov/nuccore/KR817243
EM_074392	2014-07-25	Liberia	Liberia	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817115	https://www.ncbi.nlm.nih.gov/nuccore/KR817115
EM_074391	2014-07-26	Liberia	Lofa	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817114	https://www.ncbi.nlm.nih.gov/nuccore/KR817114
EM_074352	2014-07-22	Liberia	Lofa	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817111	https://www.ncbi.nlm.nih.gov/nuccore/KR817111
EM_074351	2014-07-22	Liberia	Lofa	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817110	https://www.ncbi.nlm.nih.gov/nuccore/KR817110
EM_076770	2014-11-08	Guinea	Kerouane	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817156	https://www.ncbi.nlm.nih.gov/nuccore/KR817156
EM_074684	2014-08-14	Guinea	Macenta	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817124	https://www.ncbi.nlm.nih.gov/nuccore/KR817124
EM_078709	2014-12-14	Guinea	Kerouane	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817174	https://www.ncbi.nlm.nih.gov/nuccore/KR817174
EM_078697	2014-12-14	Guinea	Kerouane	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817172	https://www.ncbi.nlm.nih.gov/nuccore/KR817172
EM_076948	2014-11-13	Guinea	Gueckedou	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817157	https://www.ncbi.nlm.nih.gov/nuccore/KR817157
EM_076769	2014-11-08	Guinea	Kerouane	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817155	https://www.ncbi.nlm.nih.gov/nuccore/KR817155
EM_076949	2014-11-13	Guinea	Gueckedou	Carroll et al	https://www.ncbi.nlm.nih.gov/pubmed/26083749	KR817158	https://www.ncbi.nlm.nih.gov/nuccore/KR817158
